manufacturerID,organizationName,company,registered
28651,,Insight Lighting,True
28652,,Arc Lighting Co. Ltd.,True
28653,,Explorentis,True
28672,,"Nippon Ceramic Co., Ltd.",True
28682,,"Guangzhou Leemc Lighting Tech., Co., Ltd.",True
28683,,Vice Lighting DWC LLC,True
28776,,Pharos Architectural Controls,True
28784,,SBT GmbH,True
28786,,Pr-Lighting Ltd.,True
28792,,PixelRange Inc.,True
28912,,"Pangolin Laser Systems, Inc.",True
29009,,"The Light Source, Inc.",True
29539,,Sean Christopher FX,True
29541,,Ballantyne Strong Inc.,True
29548,,Strand Lighting Ltd.,True
29696,,Danalux,True
29697,,Harvatek Corporation,True
29698,,Chris Kallas,True
29699,,Yenrich Technology Corporation,True
30564,,WET,True
30565,,MKT engineering GmbH & Co. KG,True
30583,,Develtron A/S,True
30600,,DigitaLicht AG,True
30734,,Mole-Richardson Co.,True
30778,,Audiolux Devices LLC,True
30828,,XLN-t bvba,True
30856,,"Tontron Photoelectric Co., Limited",True
30900,,LED Flex Limited,True
30976,,"Leprecon / CAE, Inc.",True
31164,,DC Reactive,True
31344,,Open Lighting,True
31392,,Anaren Inc.,True
31402,,WEAD (Wagner Electronic and Design),True
31403,,"Hyundai Fomex Co., Ltd.",True
31515,,DimLight Ltd.,True
32000,,expanseElectronics,True
32097,,HMB|TEC GmbH,True
32231,,"Guangzhou ILightings Equipment Co., Ltd.",True
32232,,"Shenzhen LAMP Technology Co., Ltd.",True
32234,,RobLight A/S,True
32235,,Krypton,True
32238,,zencontrol Pty Ltd,True
32487,,Arthur Digital Solutions Kft,True
32488,,"Guangzhou Yingfeng Lighting Equipment Co., Ltd.",True
32489,,Technology Kitchen,True
32490,,Cartwright Engineering,True
32491,,mylaserpage,True
32492,,SHENZHEN LP Display,True
32493,,Look Solutions GmbH & Co. KG,True
32494,,"General Lighting Electronic Co., Ltd.",True
32495,,"Huizhou Mounteck Technology Co., Ltd.",True
32752,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32753,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32754,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32755,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32756,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32757,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32758,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32759,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32760,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32761,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32762,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32763,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32764,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32765,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32766,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
32767,,RESERVED FOR PROTOTYPING/EXPERIMENTAL USE ONLY,True
65535,,ESTA,True
